сво,118
все,105
онегин,93
мо,89
татья,77
душ,73
сердц,72
друг,66
лет,65
наш,64
одн,59
мил,58
ил,58
пор,57
свет,54
евген,50
жизн,45
поэт,44
л,42
рук,40
эт,40
ленск,40
друз,39
б,39
тан,39
нем,38
ваш,38
люб,37
взор,37
слов,36
ум,34
прост,34
мог,33
вид,33
дом,33
пред,33
полн,33
перв,32
шум,32
стих,30
молод,30
дел,30
верн,30
нам,30
мечт,29
котор,29
слез,29
любов,29
давн,29
пол,29
сред,29
ольг,29
глав,28
долг,28
дев,28
ноч,27
стол,27
любв,27
сад,26
чита,26
меж,26
чувств,26
сон,26
ден,25
печальн,25
час,25
дам,25
цел,25
тайн,25
зим,25
татьян,25
рома,24
мысл,24
жив,24
нов,24
весел,24
тен,24
так,24
стал,23
письм,23
внов,23
сем,23
снег,23
гост,23
гор,23
судьб,22
нежн,22
тих,22
сосед,22
лун,22
говор,22
как,21
слав,21
довольн,21
страст,21
быва,21
млад,21
врем,21
старин,21
неб,21
гляд,21
вод,20
тоск,20
ран,20
год,20
бедн,20
реч,20
утр,20
скор,20
сам,19
дума,19
родн,19
надежд,19
бог,19
разговор,19
важн,19
готов,19
стар,19
лиц,19
модн,19
след,19
лиш,19
деревн,19
глаз,19
легк,18
жен,18
вечер,18
темн,18
окн,18
ин,18
том,18
язык,18
тво,18
нян,18
xiv,17
се,17
двор,17
писа,17
знал,17
зат,17
сердечн,17
цвет,17
сен,17
русск,17
люд,17
ах,17
мир,17
ii,16
iii,16
iv,16
vi,16
vii,16
viii,16
ix,16
x,16
xi,16
xii,16
xiii,16
xv,16
xvi,16
xvii,16
xviii,16
xix,16
xx,16
xxi,16
xxii,16
xxiii,16
xxiv,16
xxv,16
xxvi,16
xxvii,16
xxviii,16
xxix,16
xxx,16
xxxi,16
xxxii,16
xxxiii,16
xxxiv,16
xxxv,16
xxxvi,16
xxxvii,16
xxxviii,16
xxxix,16
xl,16
мал,16
дне,16
заб,16
соб,16
дни,16
груд,16
не,16
зна,16
оч,16
ужел,16
книг,15
i,15
горд,15
мод,15
труд,15
муж,15
вин,15
кажд,15
толп,15
уст,15
волн,15
круг,15
остав,15
мно,15
муз,15
дорог,15
он,15
читател,14
v,14
xli,14
холодн,14
прав,14
добр,14
бал,14
очен,14
та,14
томн,14
молв,14
лес,14
весн,14
голов,14
ко,14
част,14
рад,14
должн,14
страшн,14
слуша,14
бледн,14
двер,14
москв,14
прекрасн,13
дум,13
вдохновен,13
вол,13
суд,13
улыбк,13
сказа,13
вер,13
пламен,13
тишин,13
пок,13
зал,13
кон,13
крас,13
пустын,13
пер,13
враг,13
слыш,13
яв,13
смирен,13
мечтан,13
молч,13
пошл,13
сил,13
наход,13
сид,13
xlii,12
xliii,12
xliv,12
xlv,12
ясн,12
скук,12
черт,12
шут,12
строг,12
реш,12
спор,12
помн,12
умел,12
век,12
глуш,12
супруг,12
постел,12
везд,12
шумн,12
скучн,12
ног,12
ножк,12
больш,12
нег,12
прям,12
взгляд,12
любл,12
две,12
снов,12
красавиц,12
толк,12
жар,12
прежн,12
бур,12
стран,12
пут,12
пен,12
чест,12
нынч,12
зар,12
пуст,12
сквоз,12
едв,12
l,11
замет,11
хран,11
дит,11
всем,11
бран,11
огн,11
глубок,11
невин,11
приятн,11
невольн,11
едет,11
юн,11
волшебн,11
сто,11
идет,11
сторон,11
предмет,11
желан,11
спит,11
пир,11
поздн,11
чуж,11
рек,11
ком,11
владимир,11
вечн,11
девиц,11
природ,11
xlvi,10
de,10
хотел,10
теб,10
бож,10
груст,10
свобод,10
правд,10
земл,10
быстр,10
старик,10
утрен,10
смел,10
дан,10
глас,10
те,10
буд,10
картин,10
смотр,10
ув,10
нрав,10
луг,10
прелестн,10
кров,10
преда,10
прелест,10
песн,10
руч,10
брод,10
плеч,10
дал,10
волнен,10
измен,10
откр,10
тесн,10
строф,10
старушк,10
тоб,10
да,10
двух,10
пистолет,10
xlvii,9
проч,9
геро,9
брег,9
нев,9
ход,9
юност,9
последн,9
счастлив,9
нын,9
звук,9
мук,9
отрад,9
послушн,9
равнодушн,9
дыш,9
минут,9
обед,9
ког,9
ждет,9
гот,9
вход,9
уединен,9
чист,9
человек,9
ревнив,9
подобн,9
ветрен,9
вам,9
грустн,9
длин,9
бурн,9
воображен,9
точн,9
об,9
ночн,9
задумчив,9
ждал,9
голос,9
сладк,9
берег,9
прошл,9
крыльц,9
красн,9
бесед,9
ча,9
узна,9
игра,9
подруг,9
плака,9
леж,9
тяжел,9
встреч,9
крест,9
ответ,9
всяк,9
вмест,9
зовет,9
медвед,9
зарецк,9
одесс,9
xlviii,8
xlix,8
li,8
высок,8
плод,8
княз,8
больн,8
жил,8
отец,8
мятежн,8
вдал,8
каза,8
явля,8
тревож,8
разда,8
крик,8
увер,8
звон,8
кра,8
хор,8
уныл,8
лорнет,8
бо,8
заня,8
чудак,8
гер,8
мест,8
отц,8
счаст,8
однак,8
мор,8
лир,8
им,8
вздох,8
сожален,8
таинствен,8
сельск,8
досуг,8
безумн,8
глуп,8
хладн,8
луч,8
пел,8
дет,8
звезд,8
склон,8
дол,8
грандисон,8
тверд,8
нос,8
проход,8
ларин,8
чудн,8
известн,8
скаж,8
влюбл,8
вся,8
хот,8
долин,8
приеха,8
стру,8
солнц,8
пят,7
дружб,7
представ,7
свят,7
пестр,7
небрежн,7
наук,7
шаг,7
пыл,7
приятел,7
блиста,7
гуля,7
пришл,7
одет,7
мазурк,7
мног,7
имел,7
золот,7
равн,7
французск,7
богин,7
безмолвн,7
навод,7
вокруг,7
господ,7
дух,7
ногт,7
франт,7
мер,7
провод,7
мелька,7
младост,7
блеск,7
пар,7
жела,7
пылк,7
мучен,7
бутылк,7
гостин,7
вздор,7
полк,7
обма,7
светл,7
стоя,7
знак,7
злат,7
байрон,7
ник,7
блаж,7
благослов,7
черн,7
сомнен,7
печал,7
то,7
дик,7
гроб,7
призна,7
привычк,7
мгновен,7
кажет,7
бед,7
жал,7
погруж,7
небес,7
отда,7
видн,7
страх,7
суров,7
презрен,7
стыд,7
видет,7
никт,7
тихоньк,7
здоров,7
хозяйк,7
лист,7
иска,7
встрет,7
напрасн,7
встреча,7
критик,7
бел,7
сан,7
нескольк,7
трет,6
la,6
достойн,6
простот,6
собран,6
спеш,6
шутк,6
застав,6
вздыха,6
род,6
некогд,6
сперв,6
эпиграмм,6
конц,6
охот,6
поня,6
истин,6
занима,6
лен,6
умилен,6
признан,6
величав,6
праздник,6
покамест,6
нача,6
ро,6
зева,6
лож,6
кип,6
блистательн,6
окруж,6
мужчин,6
кабинет,6
крайн,6
выход,6
виж,6
улиц,6
ряд,6
блест,6
хоч,6
пиш,6
радост,6
сне,6
северн,6
похва,6
заветн,6
пес,6
спокойн,6
счастл,6
наслажден,6
остр,6
замеча,6
сует,6
предан,6
игр,6
благосклон,6
тотчас,6
ел,6
завод,6
холм,6
бол,6
мирн,6
деревенск,6
сны,6
сохран,6
идеа,6
рифм,6
творен,6
опасн,6
тума,6
привез,6
благ,6
поэтическ,6
разлук,6
бежа,6
смешн,6
славн,6
нич,6
един,6
ве,6
вспомн,6
приход,6
горьк,6
сед,6
далек,6
навсегд,6
журнал,6
миг,6
уб,6
упоен,6
прочел,6
плен,6
невест,6
пода,6
светск,6
благородн,6
печа,6
автор,6
барышн,6
сюд,6
осен,6
несет,6
чрез,6
буян,6
трик,6
недавн,6
еха,6
ворот,6
княгин,6
пушкин,5
шест,5
залог,5
поэз,5
заба,5
вяземск,5
честн,5
вред,5
дава,5
француз,5
слегк,5
увидел,5
мнен,5
учен,5
живет,5
конч,5
степ,5
ожида,5
лукав,5
несут,5
морозн,5
жажд,5
прос,5
балет,5
знаком,5
сцен,5
чужд,5
нетерпелив,5
медлен,5
пух,5
видел,5
фонар,5
вкус,5
избра,5
замеч,5
случа,5
назва,5
описа,5
карет,5
народ,5
почтен,5
такж,5
сих,5
росс,5
камин,5
скал,5
роз,5
лан,5
дым,5
обрат,5
завтр,5
свободн,5
привычн,5
прежд,5
умн,5
удал,5
отста,5
призрак,5
воспоминан,5
стекл,5
беспечн,5
пленя,5
жадн,5
жреб,5
смерт,5
послан,5
свидан,5
заран,5
нашел,5
рощ,5
звучн,5
портрет,5
гордост,5
кстат,5
ожив,5
тревог,5
сел,5
густ,5
отвор,5
подава,5
домашн,5
пьет,5
общ,5
имен,5
блаженств,5
искусств,5
девствен,5
дальн,5
дар,5
селен,5
камен,5
сужден,5
пуска,5
плем,5
роков,5
понима,5
юнош,5
веда,5
вражд,5
рассказ,5
забыт,5
глух,5
небесн,5
прогулк,5
вечерн,5
сестр,5
вперв,5
девич,5
итак,5
девочк,5
вест,5
вел,5
проказ,5
звонк,5
встава,5
вида,5
княжн,5
спрос,5
альбом,5
покойн,5
чин,5
памятник,5
проща,5
пошел,5
отвеча,5
досад,5
любовник,5
забвен,5
роман,5
кумир,5
грозн,5
страстн,5
гон,5
свод,5
недел,5
сия,5
пишет,5
долж,5
любезн,5
знат,5
тиш,5
встал,5
сдела,5
возврат,5
брат,5
знач,5
берет,5
уездн,5
qu,5
элег,5
мертв,5
зимн,5
скольз,5
поскор,5
огон,5
угол,5
резв,5
оленьк,5
пьян,5
дерев,5
вал,5
ветв,5
трепетн,5
рог,5
грем,5
оста,5
си,5
поклон,5
стул,5
подыма,5
увя,5
могл,5
взят,5
недвиж,5
возок,5
европ,5
вошел,4
чтен,4
утрат,4
lii,4
liii,4
liv,4
lv,4
втор,4
седьм,4
отрывк,4
путешеств,4
il,4
d,4
les,4
забав,4
прим,4
дяд,4
повес,4
почтов,4
monsieur,4
смен,4
уч,4
летн,4
понемног,4
молчан,4
нежда,4
вышл,4
эпиграф,4
грех,4
минувш,4
поч,4
нужн,4
имеет,4
мрачн,4
молчал,4
пуга,4
лов,4
ласк,4
наедин,4
блажен,4
ласка,4
зовут,4
детск,4
широк,4
пад,4
серебр,4
лучш,4
зло,4
озер,4
найдет,4
был,4
полон,4
надоел,4
устал,4
осьмнадца,4
русс,4
одежд,4
наряд,4
слог,4
горазд,4
меньш,4
ступен,4
музык,4
занят,4
теснот,4
шепот,4
услуг,4
страда,4
тревожат,4
ковр,4
чугун,4
гран,4
черед,4
встает,4
кувшин,4
проснул,4
голуб,4
однообразн,4
вседневн,4
ост,4
успел,4
несносн,4
рожда,4
взял,4
бред,4
обо,4
злост,4
прозрачн,4
чувствительн,4
оперш,4
внук,4
придет,4
ветр,4
корабл,4
похорон,4
почт,4
посвят,4
закон,4
летуч,4
клевет,4
повторя,4
поэм,4
образ,4
вопрос,4
умильн,4
близ,4
нив,4
замок,4
поко,4
тетрад,4
расход,4
глядел,4
задума,4
раб,4
угл,4
увид,4
снача,4
подход,4
повод,4
поклонник,4
порыв,4
простодушн,4
благоразумн,4
богат,4
прид,4
проз,4
лед,4
верх,4
дела,4
совершенств,4
прилежн,4
чащ,4
станов,4
запоздал,4
клон,4
доверчив,4
повест,4
скромн,4
движен,4
звал,4
просвещен,4
молчалив,4
лесн,4
узор,4
оживля,4
город,4
хоровод,4
постепен,4
праздн,4
забот,4
совет,4
работ,4
сход,4
сим,4
дожд,4
е,4
ничтожн,4
et,4
кратк,4
молча,4
явлен,4
ласков,4
сладостн,4
де,4
лад,4
порок,4
венок,4
бес,4
мгле,4
плач,4
мольб,4
капл,4
бров,4
самолюбив,4
своенравн,4
кокетк,4
донын,4
трепет,4
певец,4
нежност,4
мат,4
укор,4
дрож,4
сиян,4
барск,4
наста,4
блист,4
назад,4
алл,4
куст,4
песенк,4
ярч,4
губ,4
любовн,4
тяжк,4
жертв,4
успех,4
оставля,4
поутр,4
соглас,4
вихор,4
страдан,4
смятен,4
доск,4
киприд,4
баратынск,4
гром,4
од,4
певц,4
журна,4
благословен,4
подоб,4
раздел,4
шип,4
забор,4
кибитк,4
сул,4
дрожа,4
очк,4
сме,4
никак,4
ним,4
занес,4
подня,4
мельниц,4
смут,4
мартын,4
задек,4
однажд,4
чет,4
куплет,4
вперед,4
слуг,4
начина,4
холод,4
упрям,4
восклицан,4
пойд,4
сильн,4
книжк,4
сумрак,4
пышн,4
льет,4
генера,4
шатр,4
син,4
le,4
je,4
употребля,4
см,4
школ,3
почита,3
четверт,3
qui,3
un,3
вниман,3
горестн,3
тороп,3
чувствова,3
уважа,3
забавля,3
подушк,3
позвольт,3
убог,3
морал,3
шалост,3
совершен,3
кланя,3
педант,3
постав,3
име,3
бил,3
блестя,3
итал,3
лест,3
урок,3
сет,3
убор,3
над,3
брегет,3
пробк,3
роскош,3
кухн,3
пирог,3
театр,3
полетел,3
вольност,3
слыша,3
дидл,3
внемл,3
замен,3
услыш,3
терпсихор,3
круж,3
бьет,3
двойн,3
ужасн,3
бьют,3
наскуч,3
вышел,3
изображ,3
обильн,3
голодн,3
украша,3
трубк,3
крив,3
тридцат,3
сумасброд,3
бесплодн,3
обыча,3
любопытн,3
стремгла,3
поскака,3
вдол,3
мим,3
стрел,3
лета,3
прош,3
вслед,3
держ,3
женск,3
охладел,3
вешн,3
восточн,3
роскошн,3
диа,3
ланит,3
наград,3
паркет,3
гроз,3
кипя,3
томлен,3
надмен,3
неугомон,3
пробужд,3
купец,3
открыт,3
восход,3
колпак,3
побед,3
изм,3
причин,3
английск,3
сплин,3
хандр,3
овладел,3
захотел,3
вовс,3
угрюм,3
сплетн,3
нескромн,3
ничт,3
скуч,3
высш,3
тон,3
вообщ,3
петербургск,3
попа,3
задорн,3
совест,3
различн,3
очарован,3
смуща,3
привык,3
лик,3
зелен,3
начал,3
пи,3
рожок,3
нап,3
увиж,3
вольн,3
начн,3
увидет,3
срок,3
ненавид,3
пил,3
хозяин,3
порядк,3
страж,3
рожд,3
безотрадн,3
священ,3
вослед,3
пойма,3
заслуж,3
скуча,3
стад,3
огромн,3
приют,3
стро,3
отмен,3
нужд,3
сорок,3
мудрец,3
расчетлив,3
оскорб,3
ту,3
помещик,3
разбор,3
геттингенск,3
восторжен,3
согрет,3
привет,3
соедин,3
озар,3
негодован,3
волнова,3
туман,3
лон,3
острот,3
шепчут,3
принос,3
меша,3
размышлен,3
власт,3
шевел,3
счит,3
исповед,3
обнажа,3
пленен,3
младенческ,3
венц,3
пчел,3
восторг,3
полюб,3
локон,3
безмерн,3
страниц,3
доста,3
румян,3
матер,3
сидел,3
шелков,3
примет,3
кукл,3
брал,3
темнот,3
смех,3
балкон,3
небосклон,3
ветер,3
отуманен,3
ленив,3
ричардсон,3
дочк,3
ловлас,3
кузин,3
игрок,3
рассея,3
разумн,3
вскор,3
знает,3
бан,3
n,3
альб,3
халат,3
кат,3
ужин,3
спат,3
жирн,3
роня,3
блюд,3
детьм,3
барин,3
прах,3
надгробн,3
разум,3
напомн,3
чья,3
памя,3
трудн,3
нима,3
варен,3
украдк,3
свадьб,3
жарк,3
умолк,3
заботлив,3
юл,3
гоним,3
небылиц,3
мельмот,3
лорд,3
романтизм,3
угроз,3
семейств,3
несчастн,3
любовниц,3
недвижн,3
солов,3
напев,3
душн,3
злых,3
велел,3
молож,3
спас,3
знаеш,3
девушк,3
ужас,3
надп,3
внуша,3
изумлен,3
робк,3
хладнокровн,3
цен,3
недоумен,3
ок,3
всечасн,3
предвиж,3
перевест,3
плох,3
слаб,3
ошибк,3
посред,3
жалост,3
неопытн,3
смир,3
времен,3
сужд,3
посла,3
вмиг,3
ангел,3
порук,3
спуст,3
поток,3
вечор,3
записк,3
непонятн,3
сегодн,3
клуб,3
мальчик,3
легч,3
взглянут,3
скам,3
подума,3
изда,3
вним,3
блещет,3
шалун,3
останов,3
следств,3
отдохнут,3
dans,3
труб,3
каблук,3
парик,3
возражен,3
восем,3
волоч,3
вист,3
тронут,3
погруз,3
привел,3
хвал,3
скольк,3
нахмур,3
серд,3
гнев,3
вкруг,3
поступ,3
надежн,3
услужлив,3
суетн,3
угада,3
беж,3
листк,3
sur,3
гробов,3
рифмач,3
проворн,3
толст,3
глубин,3
мадригал,3
текут,3
уток,3
коф,3
почу,3
храп,3
пастух,3
трещ,3
радостн,3
вьет,3
кровл,3
сна,3
расчет,3
туп,3
ки,3
бильярд,3
клик,3
глупост,3
изменя,3
борд,3
au,3
дружеск,3
бока,3
соседк,3
ночлег,3
ярк,3
пушист,3
гада,3
рассыпа,3
несчаст,3
лжет,3
зерка,3
прибор,3
сосн,3
метел,3
уш,3
порог,3
кладет,3
верт,3
ла,3
хохот,3
топ,3
кричат,3
шайк,3
хочет,3
ус,3
блеснул,3
громч,3
комнат,3
багрян,3
вывод,3
возраст,3
петушк,3
мос,3
belle,3
напечата,3
новост,3
девчонк,3
сажа,3
тал,3
благодар,3
смущен,3
окол,3
пул,3
верст,3
учтив,3
ясност,3
прощ,3
дремлет,3
позаб,3
осужда,3
дружн,3
тридца,3
лежа,3
чел,3
опустел,3
сверш,3
расста,3
баб,3
поет,3
шляп,3
сбежа,3
кел,3
полукруг,3
могил,3
обня,3
хил,3
ула,3
пыла,3
шла,3
мальчишк,3
приня,3
пораж,3
мост,3
станц,3
купц,3
сын,3
повсюд,3
внемлет,3
таврид,3
слишк,3
обраща,3
нин,3
тонк,3
ра,3
шлют,3
щек,3
справедлив,3
девят,3
особен,3
стихотворен,3
ресторатор,3
blanc,3
sa,3
издан,3
тех,2
миллион,2
александр,2
сергеевич,2
lvi,2
lvii,2
lviii,2
lix,2
lx,2
восьм,2
notes,2
encore,2
avec,2
comme,2
une,2
исполнен,2
пристрастн,2
простонародн,2
идеальн,2
увядш,2
выдума,2
отход,2
низк,2
поправля,2
поднос,2
зевес,2
наследник,2
предислов,2
север,2
madame,2
ребенок,2
измуч,2
докуча,2
dandy,2
лондонск,2
изъясня,2
немудр,2
блеснут,2
талант,2
коснут,2
знаток,2
возбужда,2
разбира,2
памят,2
щад,2
отлич,2
пересказа,2
ген,2
воспел,2
молдав,2
лицемер,2
изныва,2
внимательн,2
неж,2
мол,2
доб,2
кокеток,2
записн,2
язвительн,2
злослов,2
ученик,2
проказник,2
начнет,2
бульвар,2
простор,2
санк,2
окровавлен,2
сыр,2
горяч,2
обожател,2
очаровательн,2
кулис,2
entrechat,2
клеопатр,2
вызва,2
катенин,2
воскрес,2
венча,2
несл,2
устрем,2
разочарова,2
зрител,2
воспомина,2
блещут,2
нимф,2
стан,2
хлопа,2
незнаком,2
недовол,2
рассеян,2
отворот,2
переста,2
кучер,2
раздет,2
прихот,2
торг,2
изнежен,2
гранен,2
стальн,2
зуб,2
грим,2
непра,2
чем,2
зеркал,2
венер,2
маскарад,2
туалет,2
жилет,2
иноплемен,2
встар,2
словар,2
померкш,2
великолепн,2
гол,2
мраморн,2
уста,2
шпор,2
пленительн,2
рев,2
маменьк,2
разн,2
вряд,2
стройн,2
взлелея,2
мягк,2
прикосновен,2
забыва,2
исчезл,2
влечет,2
своевольн,2
мурав,2
бегущ,2
перс,2
волшебниц,2
полусон,2
ставн,2
отворя,2
васисдас,2
полноч,2
полден,2
вчер,2
вотщ,2
здор,2
утом,2
разлюб,2
недуг,2
отыска,2
короч,2
бостон,2
трога,2
причудниц,2
неприступн,2
унос,2
дрожк,2
мостов,2
покинул,2
зев,2
бездел,2
душевн,2
пустот,2
усел,2
присво,2
смысл,2
устарел,2
новизн,2
женщин,2
пыльн,2
резк,2
охлажден,2
злоб,2
презира,2
невозвратим,2
зми,2
раскаян,2
попол,2
воспомн,2
дыхан,2
упива,2
перенес,2
отдален,2
мильон,2
раздава,2
торкватов,2
альбион,2
говорлив,2
петрарк,2
брож,2
жду,2
погод,2
бег,2
полуден,2
зыб,2
сумрачн,2
сконча,2
собра,2
издалек,2
получ,2
доклад,2
